,SPFfor_Step1,SPFfor_Step2,SPFfor_Step3,SPFfor_Step4,SPFfor_Step5,IARfor_Step1,IARfor_Step2,IARfor_Step3,IARfor_Step4,IARfor_Step5,NCfor_Step1,NCfor_Step2,NCfor_Step3,NCfor_Step4,NCfor_Step5,DARfor_Step1,DARfor_Step2,DARfor_Step3,DARfor_Step4,DARfor_Step5,DARMfor_Step1,DARMfor_Step2,DARMfor_Step3,DARMfor_Step4,DARMfor_Step5,Realiz1,Realiz2,Realiz3,Realiz4,Realiz5
2014:01,6.7,7.1,7.2,7.3,7.4372,6.752567116,6.887190275,7.164194852,7.310797819,7.071343444,6.966666667,7.3,7.566666667,7.733333333,7.833333333,6.752567116,6.879859808,7.109342055,7.234532419,6.848271607,6.52954769,7.161882264,6.944155071,6.905119388,7.635682652,6.666666667,6.666666667,6.633333333,6.666666667,6.666666667
2014:02,6.4,6.5881,7,7.1225,7.1805,6.436319114,6.584302031,6.732808753,7.061277355,7.214488943,6.666666667,6.966666667,7.3,7.566666667,7.733333333,6.436319114,6.561907419,6.704980398,6.973969365,7.061697545,6.160878549,6.315372593,7.017941042,6.716015882,6.568020453,6.233333333,6.233333333,6.2,6.166666667,6.2
2014:03,6.1,6.3,6.4028,6.9,7,5.909044557,6.265496632,6.455434738,6.607699254,6.972501764,6.233333333,6.666666667,6.966666667,7.3,7.566666667,5.909044557,6.240484227,6.412956375,6.562966553,6.856259285,6.123186469,5.7928851,6.01178376,6.955147034,6.834015858,6.066666667,6.066666667,6.133333333,6.1,6.066666667
2014:04,5.9,6,6.1913,6.3,6.7602,5.956350791,5.678035779,6.144708612,6.359947524,6.508016988,6.066666667,6.233333333,6.666666667,6.966666667,7.3,5.956350791,5.656032589,6.087566169,6.299911021,6.45325732,5.767750682,5.998038338,5.643849207,5.877652004,7.048008849,5.7,5.7,5.7,5.7,5.7
2015:01,5.6,5.7644,5.8438,6.1,6.2,5.443801522,5.891838046,5.525309382,6.065245705,6.292320579,5.7,6.066666667,6.233333333,6.666666667,6.966666667,5.443801522,5.866010435,5.47290577,5.99454155,6.218319306,5.627445114,5.63703555,5.901064807,5.415384339,5.733646812,5.566666667,5.566666667,5.566666667,5.533333333,5.533333333
2015:02,5.4,5.4833,5.6759,5.7709,5.9812,5.497975822,5.28169166,5.863716422,5.436938263,6.019262879,5.566666667,5.7,6.066666667,6.233333333,6.666666667,5.497975822,5.258277467,5.816554724,5.370603627,5.9384197,5.381897795,5.562745566,5.476493273,5.793859822,5.266299864,5.4,5.4,5.4,5.4,5.433333333
2015:03,5.2559,5.3,5.4,5.6,5.6483,5.314175547,5.4810929,5.197750121,5.863736664,5.400261211,5.4,5.566666667,5.7,6.066666667,6.233333333,5.314175547,5.464775759,5.126912527,5.798798766,5.342050074,5.261208261,5.285159583,5.646092352,5.397939638,5.72274733,5.166666667,5.166666667,5.1,5.1,5.1
2015:04,5,5.1,5.175,5.2333,5.5,5.032263495,5.293364744,5.504382207,5.176969273,5.884793768,5.166666667,5.4,5.566666667,5.7,6.066666667,5.032263495,5.276044911,5.47118572,5.087893077,5.804660296,4.95913827,5.252213024,5.191228599,5.500479086,5.33081283,5,5,5,5,5.033333333
2016:01,4.9,4.9183,5.1,5.1,5.2,4.916895425,4.978763345,5.323057215,5.557535206,5.205571347,5,5.166666667,5.4,5.566666667,5.7,4.916895425,4.972320298,5.277952466,5.497482647,5.101572812,4.86730562,4.835147119,5.293259535,5.219905389,5.469173605,4.933333333,4.933333333,4.933333333,4.933333333,4.9
2016:02,4.9,4.8,4.8424,5,5,4.918239303,4.90143733,4.989420249,5.390287024,5.631621586,4.933333333,5,5.166666667,5.4,5.566666667,4.918239303,4.919025686,4.96935919,5.327250751,5.556565704,5.005387448,4.824614295,4.787088983,5.254145636,5.306968462,4.866666667,4.866666667,4.866666667,4.866666667,4.933333333
2016:03,4.8,4.8,4.7,4.8,4.9,4.877241051,4.955761085,4.945193546,5.049068946,5.483748704,4.866666667,4.933333333,5,5.166666667,5.4,4.877241051,4.970733184,4.97157457,5.019979764,5.386173322,4.925087703,5.060444663,4.859795939,4.877633127,5.311240587,4.933333333,4.9,4.933333333,4.9,4.9
2016:04,4.8429,4.71,4.7,4.645,4.7121,5.018195088,4.934307726,5.034052639,5.036892954,5.144299235,4.933333333,4.866666667,4.933333333,5,5.166666667,5.018195088,4.922023722,5.090108021,5.065427364,5.109245259,4.920863297,4.915748969,5.183241214,4.958201788,4.987632721,4.7,4.7,4.733333333,4.766666667,4.766666667
2017:01,4.7,4.79,4.7,4.7,4.6,4.58659005,5.135964204,5.032990987,5.144575277,5.1658591,4.7,4.933333333,4.866666667,4.933333333,5,4.58659005,5.142432278,5.038995175,5.228365271,5.178203143,4.761210535,4.98749107,4.971134199,5.346194047,5.090805361,4.666666667,4.666666667,4.666666667,4.6,4.566666667
2017:02,4.5,4.6313,4.7,4.6274,4.6,4.689631841,4.54056794,5.272664467,5.16229114,5.278381573,4.666666667,4.7,4.933333333,4.866666667,4.933333333,4.689631841,4.554302966,5.313719308,5.169113152,5.376224761,4.414970182,4.750658078,5.104754943,5.224106858,5.548489107,4.366666667,4.366666667,4.333333333,4.366666667,4.366666667
2017:03,4.3,4.4,4.6,4.7,4.6,4.234673973,4.755432563,4.545821912,5.421727644,5.313235089,4.366666667,4.666666667,4.7,4.933333333,4.866666667,4.234673973,4.735008431,4.601260962,5.498829031,5.334757095,4.208052159,4.362183669,4.852466929,5.268184075,5.480082816,4.3,4.3,4.3,4.3,4.333333333
2017:04,4.19,4.2297,4.38,4.5237,4.6808,4.265913652,4.157001554,4.852329182,4.588978879,5.575991833,4.3,4.366666667,4.666666667,4.7,4.933333333,4.265913652,4.090296524,4.847678894,4.694928189,5.663313881,4.107064503,4.10158421,4.33796492,5.071509047,5.459742433,4.1,4.1,4.133333333,4.133333333,4.166666667
2018:01,4.0352,4.1,4.1931,4.3,4.5,4.038577268,4.304979664,4.150396624,4.970278457,4.659067672,4.1,4.3,4.366666667,4.666666667,4.7,4.038577268,4.354255119,4.076187271,5.009067417,4.873276616,4.045893077,4.15562528,4.122908292,4.395306012,5.3262099,4.1,4.1,4.066666667,4.066666667,4.033333333
2018:02,3.9,3.98,4.0939,4.1483,4.3,4.131796425,4.029838329,4.394792935,4.199422732,5.100860241,4.1,4.1,4.3,4.366666667,4.666666667,4.131796425,3.985439999,4.470760807,4.159941374,5.174594374,3.893092999,4.093575136,4.220272513,4.255459885,4.471381968,3.9,3.9,3.9,3.933333333,3.933333333
2018:03,3.8174,3.8673,3.9,4.0626,4.1047,3.841084011,4.22496911,4.083802716,4.52872568,4.295977201,3.9,4.1,4.1,4.3,4.366666667,3.841084011,4.255721913,4.016566583,4.589789963,4.317062315,3.840851501,3.871614182,4.188795912,4.217117409,4.510617358,3.833333333,3.8,3.766666667,3.766666667,3.766666667
2018:04,3.7,3.7286,3.8,3.8035,4.0332,3.821175116,3.829632414,4.359882614,4.186174137,4.696090762,3.833333333,3.9,4.1,4.1,4.3,3.821175116,3.777578256,4.424909529,4.14185373,4.779108,3.716457486,3.724941806,3.951685395,4.301846884,4.259592943,3.8,3.8,3.8,3.833333333,3.833333333
2019:01,3.8613,3.6673,3.7,3.7688,3.8,3.861627336,3.870570685,3.877646333,4.529131289,4.328531959,3.8,3.833333333,3.9,4.1,4.1,3.861627336,3.883896238,3.818666461,4.585874901,4.293623377,4.04411197,3.806140244,3.81801099,4.07738806,4.456739208,3.866666667,3.866666667,3.866666667,3.866666667,3.866666667
2019:02,3.6974,3.7,3.6225,3.6392,3.7461,3.978759835,3.970983419,3.968422469,3.97101279,4.722691556,3.866666667,3.8,3.833333333,3.9,4.1,3.978759835,3.966583973,4.018525449,3.964273273,4.798468687,3.645248797,4.174553452,3.866577519,4.008521688,4.252716,3.633333333,3.633333333,3.633333333,3.666666667,3.6
2019:03,3.6248,3.6109,3.6786,3.64,3.6162,3.496098809,4.124478982,4.115694186,4.10623601,4.102041471,3.633333333,3.866666667,3.8,3.833333333,3.9,3.496098809,4.137773277,4.099185943,4.173166483,4.115176378,3.609685798,3.602945287,4.35312869,3.947659128,4.268423789,3.633333333,3.633333333,3.6,3.633333333,3.633333333
2019:04,3.6,3.6,3.6,3.6956,3.6,3.689777375,3.438387495,4.293450407,4.284929374,4.274728095,3.633333333,3.633333333,3.866666667,3.8,3.833333333,3.689777375,3.455647024,4.316546266,4.295486194,4.403546208,3.657954549,3.632724648,3.611560477,4.638350217,4.079411192,3.533333333,3.533333333,3.6,3.6,3.6
2020:01,3.5601,3.6,3.6314,3.6295,3.7234,3.502987229,3.789594758,3.445244162,4.476719451,4.469377613,3.533333333,3.633333333,3.633333333,3.866666667,3.8,3.502987229,3.782192792,3.498062936,4.487756484,4.498779555,3.600258853,3.788351959,3.782255226,3.719258373,4.973446622,3.833333333,3.833333333,3.8,#N/A,3.8
2020:02,16.119,3.5126,3.6,3.5999,3.62,4.130581795,3.528455791,3.921394449,3.503334807,4.666707167,3.833333333,3.533333333,3.633333333,3.633333333,3.866666667,4.130581795,3.546584132,3.949459834,3.594484671,4.71376239,15.24501125,3.671378869,3.869968522,3.958931784,3.994355633,13.03333333,13.03333333,13.06666667,#N/A,12.96666667
2020:03,10,12.9425,3.5473,3.6533,3.685,22.84457083,4.417968963,3.597564219,4.07538807,3.600911393,13.03333333,3.833333333,3.533333333,3.633333333,3.633333333,22.84457083,4.414771726,3.624261133,4.152799097,3.736811407,13.76699383,21.28440296,3.763472261,3.993852983,4.179394948,8.833333333,8.8,8.833333333,#N/A,8.833333333
2020:04,7,9.5,11,3.5817,3.7,15.98149072,32.49138011,4.690111716,3.699721025,4.243290632,8.833333333,13.03333333,3.833333333,3.533333333,3.633333333,15.98149072,25.75176767,4.714276149,3.789250613,4.355312665,6.359021967,16.59153385,24.08126111,3.91424597,4.116764623,6.766666667,6.766666667,6.766666667,#N/A,6.766666667
2021:01,6.346,6.7,9,9.3381,3.5867,16.27335416,11.33183421,41.11893084,4.94313519,3.82581929,6.766666667,8.833333333,13.03333333,3.833333333,3.533333333,16.27335416,1.38078109,31.15496202,4.966704592,4.001088547,6.053054569,2.701938559,21.89422992,25.90419851,4.179382522,6.166666667,6.166666667,#N/A,#N/A,6.2
2021:02,5.8215,6.0979,6.4989,8.4,8.7798,6.198791687,11.69284775,16.66064506,47.85769035,5.174460648,6.166666667,6.766666667,8.833333333,13.03333333,3.833333333,6.198791687,0.113864692,-0.526867159,32.20183014,5.247093837,5.839082708,6.296315104,-1.005305584,0.308487024,26.80458566,5.933333333,5.933333333,#N/A,#N/A,5.9
2021:03,5.3,5.2502,5.7,6.1,7.8,5.988897456,6.22777767,6.917459461,11.7063013,51.89692039,5.933333333,6.166666667,6.766666667,8.833333333,13.03333333,5.988897456,0.696539242,2.341452281,-1.643638671,36.48715148,5.434325439,5.921683285,3.288159878,0.438441891,26.21252254,5.133333333,5.1,#N/A,#N/A,5.1
2021:04,4.5198,4.878,4.8961,5.4,5.8,5.257103314,6.038946436,6.253931343,16.67340442,15.61301784,5.133333333,5.933333333,6.166666667,6.766666667,8.833333333,5.257103314,6.044329109,2.441559231,1.960132363,-3.386882311,4.473757047,5.684705193,5.485292859,5.294886857,-1.69608832,4.233333333,4.233333333,#N/A,#N/A,4.233333333
2022:01,3.9,4.3,4.6,4.7,5.0956,4.42656337,5.368590054,6.084027692,6.277529458,12.39807085,4.233333333,5.133333333,5.933333333,6.166666667,6.766666667,4.42656337,5.401171452,2.263657083,4.95648513,1.227177615,3.780707844,4.224505684,5.169806821,5.12022728,2.247685962,3.8,#N/A,#N/A,#N/A,3.8
2022:02,3.6,3.7,4.1,4.4,4.5,4.014764922,4.601446855,5.469012574,6.124634305,6.298821728,3.8,4.233333333,5.133333333,5.933333333,6.166666667,4.014764922,4.666179082,1.617804693,4.845606094,4.759268026,3.457688873,3.254088489,4.219142499,2.56506823,5.065935529,#N/A,#N/A,#N/A,#N/A,#N/A
2022:03,#N/A,3.5,3.5742,3.9,4.1787,#N/A,4.210079965,4.759725734,5.559468915,6.161210418,#N/A,3.8,4.233333333,5.133333333,5.933333333,#N/A,4.294340879,4.858617719,4.455984307,5.646235734,#N/A,3.291578908,2.979594194,3.938228747,5.880529051,#N/A,#N/A,#N/A,#N/A,#N/A
2022:04,#N/A,#N/A,3.5,3.5,3.85,#N/A,#N/A,4.387706578,4.902976558,5.640948143,#N/A,#N/A,3.8,4.233333333,5.133333333,#N/A,#N/A,4.527822176,4.304976414,5.579854489,#N/A,#N/A,3.290322758,2.787285379,4.225478111,#N/A,#N/A,#N/A,#N/A,#N/A
2023:01,#N/A,#N/A,#N/A,3.5,3.4049,#N/A,#N/A,#N/A,4.549246689,5.032626192,#N/A,#N/A,#N/A,3.8,4.233333333,#N/A,#N/A,#N/A,4.773870355,5.222839412,#N/A,#N/A,#N/A,3.349760599,3.097157169,#N/A,#N/A,#N/A,#N/A,#N/A
2023:02,#N/A,#N/A,#N/A,#N/A,3.5302,#N/A,#N/A,#N/A,#N/A,4.696157149,#N/A,#N/A,#N/A,#N/A,3.8,#N/A,#N/A,#N/A,#N/A,5.171309454,#N/A,#N/A,#N/A,#N/A,3.766211934,#N/A,#N/A,#N/A,#N/A,#N/A
